endTime,artistName,trackName,msPlayed
2020-01-29 03:37,Sugar Candy Mountain,Windows,1956
2020-01-29 03:37,Collarbones,Turning - Flume Remix,1543
2020-01-29 03:37,Beenzino,"Dali, Van, Picasso",2150
2020-01-29 05:33,Troop Brand,Cherry Trees,261315
2020-01-29 05:36,Mathias,Timeless (feat. Drop),193023
2020-01-29 05:36,Touch Sensitive,No Other High,1365
2020-01-29 05:41,FKJ,Risk,238834
2020-01-29 05:41,Ghostface Killah,All That I Got Is You (feat. Mary J. Blige),2118
2020-01-29 05:41,Kishi Bashi,Hahaha Pt. 2,13271
2020-01-29 06:06,Garrett Merk,Cereal,174511
2020-01-29 16:12,Son Little,Blue Magic (Waikiki) - Eric Krasno Remix,2252
2020-01-29 16:15,Tessellated,Hallucinate,179259
2020-01-29 16:51,Cam’ron,Oh Boy,57586
2020-01-29 22:01,Cbdb,How Long...,0
2020-01-29 22:01,Derlee,Hell & Back,1635
2020-01-29 22:01,Manwolves,Weather Is Warm,280
2020-01-29 22:01,GRiZ,Maybe,1184
2020-01-29 22:01,Thundamentals,Sally,1124
2020-01-29 22:01,Deca,Sailboats and Trains,1590
2020-01-29 22:01,Herizen,Social Jungle - White Cliffs Remix,760
2020-01-29 22:04,Cbdb,How Long...,23756
2020-01-29 22:04,Herizen,Social Jungle - White Cliffs Remix,148666
2020-01-29 22:05,Poolside,Which Way To Paradise,68863
2020-01-29 22:07,Injury Reserve,Yo,110840
2020-01-29 22:07,TOKiMONSTA,Realla,4803
2020-01-29 22:07,Oddisee,Contradiction's Maze (feat. Maimouna Youseff),3361
2020-01-29 22:08,Foals,Birch Tree,1315
2020-01-29 22:10,Blac Rabbit,All Good,147249
2020-01-29 22:10,Chali 2na,Word To Spread feat. Tom Thum - Mr. Léon Remix,12217
2020-01-29 22:12,Cosmo Pyke,Chronic Sunshine,83532
2020-01-29 22:13,Pimps of Joytime,Bonita,1964
2020-01-29 22:13,Galimatias,Blowback,112388
2020-01-29 22:30,The Vaccines,Maybe (Luck of the Draw),1166
2020-01-29 22:30,POWERS,Beat Of My Drum,142537
2020-01-29 22:33,Maribou State,Steal,219945
2020-01-29 22:37,Bombay Bicycle Club,Home By Now,1062
2020-01-29 22:37,Blac Rabbit,Over the Rainbow,206000
2020-01-29 22:37,Jamie xx,I Know There's Gonna Be (Good Times) [Instrumental],16056
2020-01-29 22:40,Bonus Points,Creamsicle,17948
2020-01-29 22:40,Big Wild,Aftergold (feat. Tove Styrke),1232
2020-01-29 22:40,Fruit Bats,The Bottom of It,27934
2020-01-29 22:40,Still Woozy,Goodie Bag,146390
2020-01-29 22:44,Terraplane Sun,Get Me Golden,234613
2020-01-29 22:48,Little Stranger,Me & You,3342
2020-01-29 22:48,Hippie Sabotage,Your Soul,1644
2020-01-29 22:48,Foxygen,Follow the Leader,197758
2020-01-29 22:51,Iris Temple,Theatre,185200
2020-01-29 22:54,Bear Hands,Déjà Vu,196973
2020-01-29 22:55,SLUMBERJACK,Fracture,150
2020-01-29 22:55,Khruangbin,Two Fish and an Elephant,916
2020-01-29 22:55,The String Cheese Incident,Sirens,1693
2020-01-29 22:55,Bear Hands,I See You,951
2020-01-29 22:55,Sampa the Great,Blue Boss,10132
2020-01-29 22:55,Reva DeVito,DEEPER - prod. BIRTHDAY BOY,56745
2020-01-29 22:55,Cool Company,Ceasefire,1890
2020-01-29 22:55,Generationals,I Turned My Back on the Written Word,1314
2020-01-29 22:55,MIA GLADSTONE,Hold It Down,851
2020-01-29 22:55,Koi Child,Black Panda,1131
2020-01-29 22:59,Allan Rayman,Lucy The Tease,32404
2020-01-29 22:59,AllttA,Under the Water (fg. IV),200093
2020-01-29 23:03,Golden Vessel,Shoulders,200386
2020-01-29 23:07,Ms. Lauryn Hill,Doo Wop (That Thing),275440
2020-01-29 23:10,Palais,Instant Crush,196278
2020-01-29 23:13,Drug Cabin,Stoner,149480
2020-01-29 23:17,KLOE,Teenage Craze (SACHI Remix),214240
2020-01-29 23:18,Sweet Crude,Little Darling,59574
2020-01-29 23:23,Caye,LA Life,183157
2020-01-29 23:24,Dam Swindle,"Yes, No, Maybe",43936
2020-01-29 23:24,Naughty Professor,Stray (feat. David Shaw),17703
2020-01-29 23:24,Hippo Campus,Suicide Saturday,540
2020-01-29 23:24,St. Lucia,Walking Away,0
2020-01-29 23:24,Abhi The Nomad,Floors,1772
2020-01-29 23:27,BØRNS,"10,000 Emerald Pools",174693
2020-01-29 23:28,Berhana,Janet,65629
2020-01-29 23:29,San Holo,The Future - Anomalie Remix,1490
2020-01-29 23:29,San Holo,The Future - Anomalie Remix,44508
2020-01-29 23:29,Chali 2na,Comin' Thru,936
2020-01-29 23:29,Chali 2na,Comin' Thru,716
2020-01-29 23:29,Anti Lilly & Phoniks,Blue In Green,6567
2020-01-29 23:30,Big Words,The Answer,1202
2020-01-29 23:30,Clyde Kelly,Summer Breeze,4785
2020-01-29 23:30,Big Wild,6's to 9's (feat. Rationale),746
2020-01-29 23:30,Knox Fortune,Lil Thing,665
2020-01-29 23:33,Vindata,6 ft.,211304
2020-01-29 23:36,Vulfpeck,Mr. Finish Line (feat. Christine Hucal & Theo Katzman),193191
2020-01-29 23:40,Anderson .Paak,King James,197994
2020-01-29 23:40,Myke Bogan,Jawbreaker,7250
2020-01-29 23:42,SLik d,Pass the Tea (feat. Ver Bs),159010
2020-01-29 23:44,Simpson,Radio Song,2731
2020-01-29 23:44,Bas,Tribe (with J. Cole),2012
2020-01-29 23:44,Jay Vinchi,Back and Forth,1620
2020-01-29 23:44,Real Estate,Darling,1094
2020-01-29 23:44,Tchami,Shades (feat. Donnie Sloan & Ricky Ducati),79975
2020-01-29 23:45,2ToneDisco,Tokyo Sunrise - Original Mix,36470
2020-01-29 23:45,Phoebe Ryan,Middle Finger,323
2020-01-29 23:45,Young Franco,Drop Your Love (feat. Dirty Radio),1183
2020-01-29 23:45,Young Franco,Drop Your Love (feat. Dirty Radio),7594
2020-01-30 00:43,Phoebe Ryan,Middle Finger,185233
2020-01-30 00:44,Otis Junior,Under My Skin,1065
2020-01-30 00:44,Otis Junior,Under My Skin,4943
2020-01-30 00:44,B.T. Express,Once You Get It,370
2020-01-30 00:44,Joy Again,Looking Out for You,22923
2020-01-30 00:45,TOTO,Hold the Line,977
2020-01-30 00:45,GRiZ,Good Times Roll,11287
2020-01-30 00:45,B.T. Express,Once You Get It,48094
2020-01-30 00:47,Blaise Eldred,Way You Walk,133705
2020-01-30 00:48,Smino,Spitshine,740
2020-01-30 00:48,Kartell,Pantera,19775
2020-01-30 00:48,Ween,Boys Club,1824
2020-01-30 00:48,Big Wild,I Just Wanna,1515
2020-01-30 00:48,AlunaGeorge,Best Be Believing - Shadow Child Remix,26390
2020-01-30 00:50,Crown And The M.O.B.,Love My People,364
2020-01-30 00:50,Felly,Horchata (Waves),31970
2020-01-30 00:50,YAM YAM,Joop,1713
2020-01-30 00:50,Inner State 81,Honey Eye,881
2020-01-30 00:50,Foster The People,Worst Nites - Valleyz Remix,74770
2020-01-30 00:50,STREET LIGHT,IMMORTAL,754
2020-01-30 00:53,Dave B.,Pink Fleece,182136
2020-01-30 00:53,NoMBe,Paint California,8585
2020-01-30 00:54,Big Wild,Empty Room,1475
2020-01-30 01:23,Møme,Sail Away - Bondax Remix,62975
2020-01-30 02:53,St. Lucia,Love Somebody - Em Português,1622
2020-01-30 02:53,Jordan Rakei,Midnight Mischief - Tom Misch Remix,3315
2020-01-30 02:53,The Knocks,Time,1370
2020-01-30 02:53,Miike Snow,Genghis Khan - Louis the Child Remix,4945
2020-01-30 02:53,Kasbo,World Away,1424
2020-01-30 02:57,Esese,Slow Down (feat. Cazeaux O.S.L.O.),218358
2020-01-30 02:58,Stoop Kids,17:35,1836
2020-01-30 02:58,Naughty Professor,Stray (feat. David Shaw),1455
2020-01-30 02:58,Magic City Hippies,Brnt,2255
2020-01-30 02:58,Mura Masa,Messy Love,10557
2020-01-30 02:58,June Marieezy,Fly - FKJ Remix,61493
2020-01-30 03:00,Hope Tala,Lovestained,91456
2020-01-30 03:00,NoMBe,Paint California,1750
2020-01-30 03:00,Apollo Brown,Advice to My Younger Self,2745
2020-01-30 03:01,Young Franco,About This Thing,1739
2020-01-30 03:01,Noah Slee,Told,3667
2020-01-30 03:01,Cozz,Zendaya (feat. J. Cole),1327
2020-01-30 03:01,Giant Panda Guerilla Dub Squad,Steady,1267
2020-01-30 03:01,Miguel,waves - RAC Mix,77941
2020-01-30 03:01,Duckwrth,Indica La Roux,1332
2020-01-30 03:01,Blue Wednesday,Deep In Love,2600
2020-01-30 03:01,Duckwrth,RAREPANTHER+BEACHHOUSE,1803
2020-01-30 03:01,Flume,High Beams,1282
2020-01-30 03:01,Robert Glasper,Find You - KAYTRANADA Remix,1739
2020-01-30 03:02,Chali 2na,Word To Spread feat. Tom Thum - Mr. Léon Remix,1380
2020-01-30 03:02,John That,Seventeen,0
2020-01-30 03:02,The Hip Abduction,Higher,1792
2020-01-30 03:02,Bahamas,Show Me Naomi,3519
2020-01-30 03:04,Whethan,Good Nights (feat. Mascolo),165618
2020-01-30 03:08,Whethan,Radar (feat. HONNE),203427
2020-01-30 03:12,Whethan,When I'm Down,222387
2020-01-30 16:03,Mura Masa,NOTHING ELSE! (feat. Jamie Lidell),138877
2020-01-30 16:07,Chris LaRocca,Dice Out,190990
2020-01-30 16:08,Safa Gaw,Boo Hoo,99419
2020-01-30 16:09,Umphrey's McGee,Can't Rock My Dream Face,2119
2020-01-30 16:09,Clueless Kit,Come to a Stop (feat. Kora),34774
2020-01-30 16:12,Marius,Lucky,199946
2020-01-30 16:13,Roman GianArthur,I-69,12909
2020-01-30 16:13,Kixxie Siete,Clear Weather,1067
2020-01-30 16:28,Leo Napier,Can't Change Crazy,134806
2020-01-31 01:06,B00TY,Funky Sista,15953
2020-01-31 01:06,DANGERDOOM,Benzi Box,1829
2020-01-31 01:06,Oscar D'León,Que Bueno Baila Usted,2234
2020-01-31 01:10,ZHU,My Life,1030
2020-01-31 01:10,Stop Light Observations,2young,185355
2020-01-31 01:10,NoMBe,Miss Mirage,2083
2020-01-31 01:11,EMEFE,Sun Spat,94524
2020-01-31 01:13,Requiem Inc.,SPF10,136756
2020-01-31 01:14,Sad,Slow - Shuko Remix,8005
2020-01-31 01:27,Whethan,When I'm Down,164680
2020-01-31 01:30,Mick Jenkins,Smoking Song (feat. BadBadNotGood),4024
2020-01-31 01:30,POLOSHIRT,Pinned Upon,10535
2020-01-31 01:30,Duckwrth,LOWRIDR,4726
2020-01-31 01:30,GRiZ,Gotta Push On,967
2020-01-31 01:30,Los Elk,Deja Voodoo,3899
2020-01-31 01:30,Bear Hands,Boss,186640
2020-01-31 01:30,Requiem Inc.,SPF10,930
2020-01-31 01:30,Declan McKenna,Basic,572
2020-01-31 01:30,Kishi Bashi,Honeybody - Mattsoro Remix,1322
2020-01-31 01:30,Com Truise,Existence Schematic,620
2020-01-31 01:30,OverDoz.,Manifesto,566
2020-01-31 01:30,Foxygen,Follow the Leader,2790
2020-01-31 01:30,TOKiMONSTA,Rose's Thorn,2734
2020-01-31 01:31,Injury Reserve,Gravy n’ Biscuits,1008
2020-01-31 01:35,GRiZ,Gotta Push On,273917
2020-01-31 01:36,FKJ,Unchained,92448
2020-01-31 01:38,PillowTalk,LA to the Bay,0
2020-01-31 01:38,Injury Reserve,Gravy n’ Biscuits,157733
2020-01-31 01:38,The Growlers,Big Toe,956
2020-01-31 01:38,Romare,Come Close To Me,1103
2020-01-31 01:38,Steve James,Renaissance,0
2020-01-31 01:38,Cold Callers,Summer Nights,1005
2020-01-31 01:38,Schwey,Sh’qweyla,26000
2020-01-31 01:38,Los Elk,Black and Blues,933
2020-01-31 01:38,Engelwood,One Step Ahead,6972
2020-01-31 01:38,A. Charles,Two Left Feet,1282
2020-01-31 01:42,Apollo Brown,Can't Lose,204042
2020-01-31 01:46,Troop Brand,Cherry Trees,246448
2020-01-31 01:48,TIMELESS TRUTH,Crème De La Crème,0
2020-01-31 01:48,Chris Lake,Turn off the Lights,2837
2020-01-31 01:48,Jitwam,I'm a Rock,997
2020-01-31 01:48,Jitwam,I'm a Rock,6823
2020-01-31 01:48,Vampire Weekend,Harmony Hall,833
2020-01-31 01:48,Opiuo,Send It,0
2020-01-31 01:48,ogHolyGhost,Fantasy,9341
2020-01-31 01:48,TOKiMONSTA,Realla,967
2020-01-31 01:48,Poolside,Which Way To Paradise,98881
2020-01-31 01:48,Polographia,Sly (feat. Winston Surfshirt),0
2020-01-31 01:52,Leo Napier,Can't Change Crazy,3362
2020-01-31 01:52,Sure Sure,This Must Be The Place,951
2020-01-31 01:52,SunSquabi,Cinnamon,0
2020-01-31 01:52,Pell,Basic Beach,215461
2020-01-31 01:52,BADBADNOTGOOD,Boogie No. 69,3872
2020-01-31 01:52,Vampire Weekend,I Stand Corrected,0
2020-01-31 01:52,Son Little,Dub Me To The River - Daniel Scholz Indaba Remix,1168
2020-01-31 01:52,Mayer Hawthorne,The Walk,0
2020-01-31 01:52,Harald Kindseth,Kefi,721
2020-01-31 01:52,Set Mo,I Belong Here,2322
2020-01-31 01:52,Abhi The Nomad,Floors,1110
2020-01-31 01:54,Skylar Spence,Fiona Coyne,0
2020-01-31 01:54,FISHDOCTOR,Summer in the Wintertime,1273
2020-01-31 01:54,Joy Again,Looking Out for You,800
2020-01-31 01:54,The Dip,Sure Don't Miss You,913
2020-01-31 01:54,Jerry Folk,To My Soul,113491
2020-01-31 01:54,Pretty Lights,One Day They'll Know (ODESZA Remix),765
2020-01-31 01:55,Ambassadeurs,Surrender,1681
2020-01-31 01:55,Mocki,The Weekend (feat. Jai Wolf),3534
2020-01-31 01:57,Cody G,Sunday Strut,128302
2020-01-31 02:00,GRMM,Something From Nothing,216473
2020-01-31 02:00,Robert Glasper,Outro - Robert Glasper x KAYTRANADA,7510
2020-01-31 02:03,Flight Facilities,Sunshine,143836
2020-01-31 02:03,Perfect Confusion,Make Peace and be Free,1555
2020-01-31 02:06,LaDonnis,Brown Skin,3321
2020-01-31 02:06,Shad,It Ain't Over,175583
2020-01-31 02:06,Medasin,Home,1946
2020-01-31 02:06,Rookie Season,Got a Feelin',7410
2020-01-31 02:06,Carter Reeves,Talk to Me,3275
2020-01-31 02:10,Healy,Reckless,237157
2020-01-31 02:13,Client Liaison,Electric Eyes,183822
2020-01-31 02:13,JNL,Beausejour,281
2020-01-31 02:13,Guster,Satellite - JordanXL Remix,1677
2020-01-31 02:13,NVDES,May and June,12
2020-01-31 02:16,Sir Sly,Change,7938
2020-01-31 02:16,Soft Powers,Palm Nights,1452
2020-01-31 02:16,Soft Powers,Palm Nights,1010
2020-01-31 02:16,slenderbodies,take you home,300
2020-01-31 02:16,slenderbodies,take you home,1301
2020-01-31 02:16,Wisin,Nota de Amor (feat. Daddy Yankee),4642
2020-01-31 02:16,Wisin,Nota de Amor (feat. Daddy Yankee),1504
2020-01-31 02:16,Collarbones,Turning - Flume Remix,896
2020-01-31 02:16,Collarbones,Turning - Flume Remix,0
2020-01-31 02:16,Herizen,Social Jungle - White Cliffs Remix,148666
2020-01-31 02:16,Fat Night,Sun Go Down,2614
2020-01-31 02:16,Fat Night,Sun Go Down,0
2020-01-31 02:19,Sir Sly,Change,0
2020-01-31 02:19,Soft Powers,Palm Nights,360
2020-01-31 02:19,slenderbodies,take you home,0
2020-01-31 02:19,Wisin,Nota de Amor (feat. Daddy Yankee),316
2020-01-31 02:19,Collarbones,Turning - Flume Remix,457
2020-01-31 02:19,Herizen,Social Jungle - White Cliffs Remix,148666
2020-01-31 02:19,Fat Night,Sun Go Down,540
2020-01-31 02:20,VHS Collection,Waiting on the Summer,2032
2020-01-31 02:20,L'Impératrice,Vanille fraise,83714
2020-01-31 02:22,Otis Junior,Under My Skin,1956
2020-01-31 02:22,Two Door Cinema Club,Bad Decisions,121288
2020-01-31 02:22,Young Empires,So Cruel,2422
2020-01-31 02:22,Austin Millz,Bad Behavior,0
2020-01-31 02:22,Whitney,Southern Nights,2520
2020-01-31 02:26,Yuno,Fall In Love,3823
2020-01-31 02:26,Bakar,Hell n Back,31930
2020-01-31 02:26,Unified Highway,Rainy Day in Autumn,1127
2020-01-31 02:26,Jackson Breit,Red Light,190140
2020-01-31 02:26,Felt,Early Mornin' Tony,1217
2020-01-31 02:27,Peter Bjorn and John,Young Folks,2491
2020-01-31 02:27,Wiki,Mayor,21753
2020-01-31 02:29,Jarv & Thief,Slack-Jaw,162240
2020-01-31 02:30,Big Wild,No Words,27766
2020-01-31 03:41,"Tyler, The Creator",EARFQUAKE,190067
2020-01-31 03:42,Saba,LIFE,54899
2020-01-31 03:45,Name UL,Choice(s),167373
2020-01-31 03:49,The Game,Stainless,239661
2020-01-31 03:53,Jay Rock,Hood Gone Love It (feat. Kendrick Lamar),245467
2020-01-31 03:55,Steve Lacy,C U Girl,129698
2020-01-31 03:58,Kota the Friend,Alkaline,185000
2020-01-31 04:00,MFnMelo,What a Life,109367
2020-01-31 04:00,HDBeenDope,Show Money!?,2109
2020-01-31 04:00,Nick Grant,The Game (feat. Like & Tessa Evans),6515
2020-01-31 04:06,Terrell Morris,Toi,861
2020-01-31 04:06,Childish Gambino,Redbone,326933
2020-01-31 04:06,Oddisee,Like Really,1210
2020-01-31 04:06,Latrell James,Grateful,858
2020-01-31 04:06,Pusha T,F.I.F.A.,10077
2020-01-31 04:06,Recess Radio,Luci,1161
2020-01-31 04:06,Brothers From Another,Love the Band,1267
2020-01-31 04:11,Ab-Soul,The Law (feat. Mac Miller & Rapsody),329208
2020-01-31 04:12,Casey Veggies,"RIP (feat. Tyler, The Creator)",11401
2020-01-31 04:16,Warm Brew,Bringin Me Home,253069
2020-01-31 04:20,Kids These Days,Summerscent,263598
2020-01-31 04:23,Buddy,Trouble On Central,185985
2020-01-31 04:27,oddCouple,Me Time,189495
2020-01-31 04:29,Cordae,RNP (feat. Anderson .Paak),175828
2020-01-31 04:33,Caye,All This Time,237401
2020-01-31 04:37,Jay Vinchi,Back and Forth,220500
2020-01-31 04:41,Larry Lovestein & The Velvet Revival,Suspicions,220499
2020-01-31 04:44,SLik d,2 for 1,174628
2020-01-31 04:48,EARTHGANG,Stuck (feat. Arin Ray),270987
2020-01-31 04:51,YTK,Slackface,956
2020-01-31 04:51,Adot,Reflection,141720
2020-01-31 04:51,Mac Miller,Hurt Feelings,2261
2020-01-31 04:51,Elements of Music,Taking My Time (feat. Asher Roth & Camila Recchio),6615
2020-01-31 16:20,Próxima Parada,Hannah Hannah,128854
2020-01-31 16:20,Atmosphere,Sound Is Vibration,1033
2020-01-31 16:20,Total Giovanni,When We Break,0
2020-01-31 16:20,Set Mo,I Belong Here,885
2020-01-31 16:24,Pool Cosby,Where Do We Go from Here (feat. Kool A.D.),197815
2020-01-31 16:27,Abhi The Nomad,House of Clocks,179999
2020-01-31 16:27,ZHU,As Crazy As It Is,1002
2020-01-31 16:27,Unified Highway,Rainy Day in Autumn,844
2020-01-31 16:27,Topaz Jones,Tropicana (Bonus),10779
2020-01-31 16:30,Electric Guest,1 4 Me,186706
2020-01-31 16:35,Koi Child,1-5-9,291594
2020-01-31 16:36,Big Wild,Mopsy's Interlude,41971
2020-01-31 16:40,Tame Impala,Lost In Yesterday,249586
2020-01-31 16:44,Bear Hands,Like Me Like That,230226
2020-01-31 16:47,ZenAware,Ur Cute,192904
2020-01-31 16:50,Travis Thompson,Born in '96,186029
2020-01-31 16:51,Vindata,All I Really Need,42412
2020-01-31 16:51,Herbal T,That's That,1122
2020-01-31 16:51,Patterns,The Man Across The Dark Room - Original Mix,1404
2020-01-31 17:15,Easy Giant,House of the Wizard,2426
2020-01-31 19:40,Joji,Will He (Medasin Remix),533
2020-01-31 19:40,Joji,Will He (Medasin Remix),1300
2020-01-31 19:40,Healy,Reckless,0
2020-01-31 19:43,The Echocentrics,Staring at the Ceiling (feat. James Petralli),2060
2020-01-31 19:43,FKJ,Joy,3259
2020-01-31 19:43,SG Lewis,Hurting (feat. AlunaGeorge),2231
2020-01-31 19:43,Healy,Reckless,151800
2020-01-31 19:43,Portugal. The Man,Feel It Still,1471
2020-01-31 19:43,Twondon,Shine,3351
2020-01-31 19:44,Red Hot Chili Peppers,Hard to Concentrate,912
2020-01-31 19:44,SYRE,Burn (feat. Kendra Dias),90481
2020-01-31 19:47,Whethan,When I'm Down,164680
2020-01-31 19:47,Brazilian Girls,Pussy,10885
2020-01-31 19:51,Kyle Thornton & The Company,Fall In Love,15410
2020-01-31 19:51,Francisco Tárrega,Gran Vals,877
2020-01-31 19:51,Brock Berrigan,Hotwire,8832
2020-01-31 19:51,Robert Glasper,Intro - Robert Glasper x KAYTRANADA,0
2020-01-31 19:51,Vampire Weekend,I Stand Corrected,533
2020-01-31 19:51,Soft Powers,Palm Nights,1120
2020-01-31 19:51,Parcels,Tieduprightnow,198853
2020-01-31 19:51,Pasha,Colorblind,12293
2020-01-31 19:51,Panama,Always - Classixx Remix,7578
2020-01-31 19:52,Moods,Stimulus,11381
2020-01-31 19:52,Sniffle Party,Peach Dream,987
2020-01-31 19:52,Craft Spells,After the Moment,1406
2020-01-31 19:52,Bombay Bicycle Club,Carry Me,1331
2020-01-31 19:52,Lianne La Havas,Unstoppable - Jungle's Edit,3654
2020-01-31 19:52,Good Times Ahead,True Romance (feat. Jarina De Marco),2300
2020-01-31 19:52,Tayyib Ali,Do It (High School Dropout),1889
2020-01-31 19:52,Bear Hands,2AM,784
2020-01-31 19:53,Yes Please,Anywhere (Everything),58282
2020-01-31 19:53,DROELOE,Snow Shovels,1491
2020-01-31 19:53,Foreign Talks,Black Magic,1685
2020-01-31 19:53,Tennyson,With You,1580
2020-01-31 19:53,Robert Glasper,Day To Day - KAYTRANADA Remix,433
2020-01-31 19:53,The Dip,Sure Don't Miss You,2758
2020-01-31 19:53,The Strokes,Tap Out,1273
2020-01-31 19:53,Engelwood,Lovin' is Everywhere,1041
2020-01-31 19:53,Fat Night,Sun Go Down,0
2020-01-31 19:53,FKJ,Go Back Home,13905
2020-01-31 20:08,The Strokes,Tap Out,102373
2020-02-01 00:29,Whethan,Radar (feat. HONNE),203427
2020-02-01 00:32,Still Woozy,Goodie Bag,146390
2020-02-01 00:35,RIZ LA VIE,Napkins,215625
2020-02-01 00:38,Louis The Child,Right To It (with Ashe),175444
2020-02-01 00:42,Hippie Sabotage,Drifter,210308
2020-02-01 00:45,Opia,Beverly Blues,181865
2020-02-01 00:49,Cosmo's Midnight,Get To Know (feat. Winston Surfshirt),243599
2020-02-01 00:52,DRAMA,Dead and Gone,204231
2020-02-01 00:55,Whethan,When I'm Down,164681
2020-02-01 00:59,SEBASTIAN PAUL,TROJAN HORSE,266394
2020-02-01 01:03,Boombox Cartel,People I Know (feat. Panama),216429
2020-02-01 01:06,Hippo Campus,Bambi,194400
2020-02-01 01:09,Bearson,Get Lost - Ford. Remix,176000
2020-02-01 01:13,SG Lewis,Blue,257259
2020-02-01 01:16,Whethan,Good Nights (feat. Mascolo),165618
2020-02-01 01:20,Party Pupils,Love Me For The Weekend (with Ashe),226957
2020-02-01 01:29,Rad Cat,without u,0
2020-02-01 01:29,Robert Glasper,Day To Day - KAYTRANADA Remix,3478
2020-02-01 01:29,Litany,Bedroom,141256
2020-02-01 01:29,SLik d,Sundays,1403
2020-02-01 01:29,Action Bronson,Cocoa Butter,1280
2020-02-01 01:29,Berhana,Grey Luh,5323
2020-02-01 01:33,Action Bronson,Cocoa Butter,257983
2020-02-01 01:34,Hak7m Faraji,SEATTLE FREEZE,14514
2020-02-01 01:34,St. Paul & The Broken Bones,GotItBad,268
2020-02-01 01:34,Psychic Mirrors,Island Girl,2721
2020-02-01 01:34,Magic City Hippies,Gunslingers,4651
2020-02-01 01:34,Magic City Hippies,Gunslingers,904
2020-02-01 01:34,Rad Cat,without u,29396
2020-02-01 01:34,Sea Moya,Blown - Bruce T. Remix,220
2020-02-01 01:34,Kent Loon,Rome,1421
2020-02-01 01:34,quami.xyz,clementine,345
2020-02-01 01:34,Fat Night,Sweet Nothings,952
2020-02-01 01:34,Patrick Paige II,Red Knife (feat. Daisy),820
2020-02-01 01:35,Rumspringa,Shak'em Loose Tonight,517
2020-02-01 01:35,Night Moves,Border On Border,5792
2020-02-01 01:35,Mark Ronson,Then There Were Two,3333
2020-02-01 01:35,Blended Babies,Nearly Blind (Ahh Ahh Ahh) [feat. Jonathan Chapman],388
2020-02-01 01:35,The JuJu Exchange,We Good,4048
2020-02-01 01:42,Valaire,I Wanna,201700
2020-02-01 01:47,VIC MENSA,Say I Didn't,20127
2020-02-01 01:47,Mac Miller,Hurt Feelings,245640
2020-02-01 01:51,BJ The Chicago Kid,Feel The Vibe,240884
2020-02-01 01:56,BROCKHAMPTON,BLEACH,273151
2020-02-01 01:59,BROCKHAMPTON,SUGAR,204533
2020-02-01 02:04,Michael Christmas,Grab Her Hand,272992
2020-02-01 02:08,Sol Virani,Pas De Transpiration (No Sweat),238872
2020-02-01 02:12,Marcellus Juvann,Book Of Life,260889
2020-02-01 02:16,Healy,Reckless,237157
2020-02-01 02:18,SLik d,Pass the Tea (feat. Ver Bs),159010
2020-02-01 02:22,"Tyler, The Creator",I THINK,212013
2020-02-01 02:25,Safa Gaw,Boo Hoo,200930
2020-02-01 02:26,Chuuwee,Above It All,41517
2020-02-01 02:30,Abhi The Nomad,Lowrider,225000
2020-02-01 02:34,Mars Today,Cool It,222402
2020-02-01 02:40,Kendrick Lamar,Money Trees,386907
2020-02-01 02:42,Speak,New Spring,140801
2020-02-01 02:45,Calvin Valentine,This Feeling - Daddy Kev Remix,170280
2020-02-01 02:48,Innanet James,Summer,166970
2020-02-01 02:51,Domo Genesis,Coming Back (feat. Mac Miller),161653
2020-02-01 02:51,Twondon,Shine,4249
2020-02-01 02:54,Felly,Horchata (Waves),183042
2020-02-01 03:01,Illmortal,Sing About Me,422374
2020-02-01 03:02,Blended Babies,Nearly Blind (Ahh Ahh Ahh) [feat. Jonathan Chapman],41735
2020-02-01 03:02,BROCKHAMPTON,BOY BYE,953
2020-02-01 03:05,EARTHGANG,Liquor Sto',31299
2020-02-01 03:05,Blake Anthony,Black Coffee,204905
2020-02-01 03:10,The Game,Crenshaw/80s and Cocaine (feat. Anderson .Paak & Sonyae),964
2020-02-01 03:10,Troop Brand,Cherry Trees,246448
2020-02-01 03:10,"Tyler, The Creator",NEW MAGIC WAND,2368
2020-02-01 03:10,A$AP Rocky,r - Cali,1104
2020-02-01 03:10,WILLOW,Wait a Minute!,800
2020-02-01 03:10,Granata,Flamingos,1011
2020-02-01 03:10,Mac Miller,Come Back to Earth,47150
2020-02-01 03:10,SLik d,My Lady,1313
2020-02-01 03:16,Mac Miller,Dang! (feat. Anderson .Paak),305350
2020-02-01 03:20,Choo Jackson,HD (feat. Mac Miller),245864
2020-02-01 03:22,Pell,Basic Beach,1715
2020-02-01 03:22,Denzel Curry,BLACK BALLOONS | 13LACK 13ALLOONZ - Pazmal Remix,518
2020-02-01 03:22,BROCKHAMPTON,THUG LIFE,122987
2020-02-01 03:22,BADBADNOTGOOD,Boogie No. 69,16951
2020-02-01 03:26,Kid Cudi,By Design,257053
2020-02-01 03:27,Case Arnold,Strange Places,21551
2020-02-01 03:32,Mac Miller,What's the Use?,288640
2020-02-01 03:32,Pusha T,Drug Dealers Anonymous,2368
2020-02-01 03:35,Shad,It Ain't Over,188657
2020-02-01 03:36,Joey Bada$$,TEMPTATION,1355
2020-02-01 03:36,ISHMAEL,Bimmer Music,348
2020-02-01 03:36,Recess Radio,Luci,58745
2020-02-01 03:36,Brothers From Another,Love the Band,710
2020-02-01 03:39,Mick Jenkins,Understood,208571
2020-02-01 03:46,Portugal. The Man,Atomic Man,227253
